timestamp,anomaly_type,anomaly_magnitude,expected_kwh,demand_kwh,deviation_pct,llm_explanation,prediction,rouge_l,bertscore_f1
2023-02-10 14:00:00,equipment_failure,-0.7,85.11958448753462,23.7,-72.2,Charger malfunction reduced capacity by 70%.,"The most likely cause of this anomaly is that the charging station was not in use during the specified time, leading to significantly lower than expected demand.",0.0,0.8685514
2023-02-10 15:00:00,equipment_failure,-0.7,85.32592797783933,25.28,-70.4,Charger malfunction reduced capacity by 70%.,"The most likely cause of this anomaly is that the charging station was not in use during the hour, resulting in significantly lower than expected demand.",0.0,0.86678344
2023-02-10 16:00:00,equipment_failure,-0.7,85.04577777777777,22.97,-73.0,Charger malfunction reduced capacity by 70%.,"The most likely cause of this anomaly is that the charging station was not in use during the specified time, leading to significantly lower than expected demand.",0.0,0.8685514
2023-02-10 17:00:00,equipment_failure,-0.7,99.71691666666666,29.37,-70.5,Charger malfunction reduced capacity by 70%.,"The most likely cause of this anomaly is that the charging station was not in use during the hour, resulting in significantly lower than expected demand.",0.0,0.86678344
2023-02-10 18:00:00,equipment_failure,-0.7,104.27619444444444,32.8,-68.5,Charger malfunction reduced capacity by 70%.,"The most likely cause of this anomaly is that the charging station was not in use during the hour, resulting in significantly lower than expected demand.",0.0,0.86678344
2023-02-10 19:00:00,equipment_failure,-0.7,108.41391666666667,30.63,-71.7,Charger malfunction reduced capacity by 70%.,"The most likely cause of this anomaly is that the charging station was not in use during the hour, resulting in significantly lower than expected demand.",0.0,0.86678344
2023-03-17 18:00:00,unrecorded_event,0.85,104.27619444444444,206.24,97.8,Unrecorded St. Patrick's Day celebration caused demand spike.,"The most likely cause of this anomaly is a temporary surge in charging activity, possibly due to a large number of vehicles starting to charge simultaneously or an unexpected increase in user traffic at the station.",0.04444444444444444,0.8565143
2023-03-17 19:00:00,unrecorded_event,0.85,108.41391666666667,216.14,99.4,Unrecorded St. Patrick's Day celebration caused demand spike.,"The most likely cause of this anomaly is a temporary surge in charging demand due to a large number of users arriving at the station simultaneously, possibly during a special event or peak usage period.",0.0909090909090909,0.86134404
2023-03-17 20:00:00,unrecorded_event,0.85,113.55445983379502,220.65,94.3,Unrecorded St. Patrick's Day celebration caused demand spike.,"The most likely cause of this anomaly is a sudden increase in charging activity due to a large number of vehicles starting to charge simultaneously, possibly during a promotional event or peak usage period.",0.04651162790697674,0.8580526
2023-03-17 21:00:00,unrecorded_event,0.85,76.19382271468145,147.74,93.9,Unrecorded St. Patrick's Day celebration caused demand spike.,The most likely cause of this anomaly is a sudden increase in charging activity due to an unexpected surge in users or a temporary malfunction that allowed more vehicles to charge simultaneously than usual.,0.04651162790697674,0.8586236
2023-03-17 22:00:00,unrecorded_event,0.85,61.37304709141275,112.0,82.5,Unrecorded St. Patrick's Day celebration caused demand spike.,The most likely cause of this anomaly is a sudden increase in charging activity due to an unexpected surge in users or a temporary malfunction that allowed more vehicles to charge simultaneously than usual.,0.04651162790697674,0.8586236
2023-03-17 23:00:00,unrecorded_event,0.85,46.85181818181818,94.07,100.8,Unrecorded St. Patrick's Day celebration caused demand spike.,The most likely cause of this anomaly is a sudden increase in charging activity due to an unexpected surge in users or a temporary malfunction causing higher-than-normal demand.,0.10256410256410256,0.8628485
2023-06-21 12:00:00,heat_wave,0.6,85.21620498614958,166.21,95.0,Extreme heat (103°F) triggered battery cooling loads.,"The most likely cause of this anomaly is a sudden increase in customer usage due to an unexpected surge in charging activity, possibly driven by events, promotions, or weather conditions that encouraged more people to charge their vehicles.",0.0,0.8420445
2023-06-21 13:00:00,heat_wave,0.6,85.34602209944751,174.96,105.0,Extreme heat (103°F) triggered battery cooling loads.,"The most likely cause of this anomaly is a sudden increase in vehicle usage or a malfunction causing excessive charge consumption, leading to significantly higher-than-normal demand at the charging station.",0.0,0.8499924
2023-06-21 14:00:00,heat_wave,0.6,85.11958448753462,163.6,92.2,Extreme heat (103°F) triggered battery cooling loads.,"The most likely cause of this anomaly is a temporary surge in charging demand due to a large number of vehicles starting to charge simultaneously, possibly during a peak usage period or event.",0.0,0.8416424
2023-06-21 15:00:00,heat_wave,0.6,85.32592797783933,163.74,91.9,Extreme heat (103°F) triggered battery cooling loads.,The most likely cause of this anomaly is a sudden increase in vehicle usage or a malfunction causing excessive charge consumption at the charging station.,0.0,0.8562771
2023-06-21 16:00:00,heat_wave,0.6,85.04577777777777,169.86,99.7,Extreme heat (103°F) triggered battery cooling loads.,"The most likely cause of this anomaly is a sudden increase in charger usage, possibly due to a surge in customer traffic or a temporary malfunction that allowed more vehicles to charge simultaneously than usual.",0.0,0.84009165
2023-06-21 17:00:00,heat_wave,0.6,99.71691666666666,206.8,107.4,Extreme heat (103°F) triggered battery cooling loads.,The most likely cause of this anomaly is a sudden increase in vehicle usage or a malfunction causing excessive power draw at the charging station during peak hours.,0.0,0.85562223
2023-08-15 08:00:00,data_error,-0.95,84.69349862258953,5.6,-93.4,Sensor malfunction recorded near-zero values erroneously.,"The most likely cause of this anomaly is that the charging station was not in use during the scheduled hour, leading to significantly lower than expected demand.",0.0,0.8673749
2023-08-15 09:00:00,data_error,-0.95,94.15355371900826,5.74,-93.9,Sensor malfunction recorded near-zero values erroneously.,"The most likely cause of this anomaly is that the charging station was not in use during the specified time, leading to significantly lower than expected demand.",0.0,0.87037325
2023-08-15 10:00:00,data_error,-0.95,85.16118784530386,5.43,-93.6,Sensor malfunction recorded near-zero values erroneously.,"The most likely cause of this anomaly is that the charging station was not in use during the specified time, leading to significantly lower than expected demand.",0.0,0.87037325
2023-08-15 11:00:00,data_error,-0.95,85.30701657458563,5.37,-93.7,Sensor malfunction recorded near-zero values erroneously.,"The most likely cause of this anomaly is that the charging station was not in use during the specified time, leading to significantly lower than expected demand.",0.0,0.87037325
2023-08-15 12:00:00,data_error,-0.95,85.21620498614958,5.43,-93.6,Sensor malfunction recorded near-zero values erroneously.,"The most likely cause of this anomaly is that the charging station was not in use during the specified time, leading to significantly lower than expected demand.",0.0,0.87037325
2023-10-31 16:00:00,halloween_event,0.7,85.04577777777777,154.7,81.9,Halloween downtown event not in scheduling system caused spike.,The most likely cause of this anomaly is a sudden increase in vehicle usage or temporary malfunction causing higher-than-normal charging demand at the station.,0.1142857142857143,0.8563236
2023-10-31 17:00:00,halloween_event,0.7,99.71691666666666,170.63,71.1,Halloween downtown event not in scheduling system caused spike.,The most likely cause of this anomaly is a sudden increase in vehicle usage or a malfunction causing higher-than-normal charging demand at the station.,0.1142857142857143,0.8569816
2023-10-31 18:00:00,halloween_event,0.7,104.27619444444444,164.36,57.6,Halloween downtown event not in scheduling system caused spike.,The most likely cause of this anomaly is a sudden increase in vehicle usage or temporary malfunction causing higher-than-normal charging demand at the station.,0.1142857142857143,0.8563236
2023-10-31 19:00:00,halloween_event,0.7,108.41391666666667,193.46,78.4,Halloween downtown event not in scheduling system caused spike.,"The most likely cause of this anomaly is a sudden increase in charger usage, possibly due to a surge in customer traffic or a temporary malfunction that allowed more vehicles to charge simultaneously than usual.",0.04545454545454545,0.85020703
2023-10-31 20:00:00,halloween_event,0.7,113.55445983379502,206.14,81.5,Halloween downtown event not in scheduling system caused spike.,"The most likely cause of this anomaly is a sudden increase in vehicle usage or a temporary surge in charging requests during the hour, leading to significantly higher-than-average demand.",0.049999999999999996,0.85403275
2023-10-31 21:00:00,halloween_event,0.7,76.19382271468145,132.77,74.3,Halloween downtown event not in scheduling system caused spike.,"The most likely cause of this anomaly is a sudden increase in vehicle usage or a temporary surge in charging requests during the evening hours, leading to significantly higher-than-average demand at the charging station.",0.04444444444444444,0.8519542
2023-10-31 22:00:00,halloween_event,0.7,61.37304709141275,111.62,81.9,Halloween downtown event not in scheduling system caused spike.,The most likely cause of this anomaly is a sudden increase in vehicle usage or a malfunction causing higher-than-normal charging demand at the station.,0.1142857142857143,0.8569816
2023-11-11 10:00:00,big_game_extra,1.1,85.16118784530386,237.91,179.4,PSU vs Michigan drew record attendance; parking/charging overwhelmed.,"The most likely cause of this anomaly is the scheduled event ""big_game,"" which likely led to a surge in people using the charging stations during the weekend.",0.05405405405405406,0.85176736
2023-11-11 11:00:00,big_game_extra,1.1,85.30701657458563,246.16,188.6,PSU vs Michigan drew record attendance; parking/charging overwhelmed.,"The most likely cause of this anomaly is the scheduled event ""big_game,"" which likely led to a surge in people using the charging stations during the weekend.",0.05405405405405406,0.85176736
2023-11-11 12:00:00,big_game_extra,1.1,85.21620498614958,242.59,184.7,PSU vs Michigan drew record attendance; parking/charging overwhelmed.,"The most likely cause of this anomaly is the scheduled event ""big_game,"" which likely led to a surge in people using the charging stations during the weekend.",0.05405405405405406,0.85176736
2023-11-11 13:00:00,big_game_extra,1.1,85.34602209944751,225.44,164.1,PSU vs Michigan drew record attendance; parking/charging overwhelmed.,"The most likely cause of this anomaly is the scheduled event ""big_game,"" which likely led to a surge in people using the charging stations during the weekend.",0.05405405405405406,0.85176736
2023-11-11 14:00:00,big_game_extra,1.1,85.11958448753462,224.32,163.5,PSU vs Michigan drew record attendance; parking/charging overwhelmed.,"The most likely cause of this anomaly is the scheduled event ""big_game,"" which likely led to a surge in EV charging demand due to increased traffic and usage at the charging station during the weekend.",0.04444444444444444,0.84651333
2023-11-11 15:00:00,big_game_extra,1.1,85.32592797783933,223.5,161.9,PSU vs Michigan drew record attendance; parking/charging overwhelmed.,"The most likely cause of this anomaly is the scheduled event ""big_game,"" which likely led to a surge in people using the charging stations during the weekend.",0.05405405405405406,0.85176736
2023-11-11 16:00:00,big_game_extra,1.1,85.04577777777777,251.9,196.2,PSU vs Michigan drew record attendance; parking/charging overwhelmed.,"The most likely cause of this anomaly is the scheduled event ""big_game,"" which likely led to a surge in EV charging demand due to increased traffic and usage at the charging station during the weekend.",0.04444444444444444,0.84651333
2023-11-11 17:00:00,big_game_extra,1.1,99.71691666666666,257.71,158.4,PSU vs Michigan drew record attendance; parking/charging overwhelmed.,"The most likely cause of this anomaly is the scheduled event ""big_game,"" which likely led to a surge in EV charging demand due to increased traffic and usage at the charging station during the weekend.",0.04444444444444444,0.84651333
2023-11-11 18:00:00,big_game_extra,1.1,104.27619444444444,264.98,154.1,PSU vs Michigan drew record attendance; parking/charging overwhelmed.,"The most likely cause of this anomaly is the scheduled event ""big_game,"" which likely led to a surge in EV charging demand due to increased traffic and usage at the charging station during the weekend.",0.04444444444444444,0.84651333
2023-11-11 19:00:00,big_game_extra,1.1,108.41391666666667,277.24,155.7,PSU vs Michigan drew record attendance; parking/charging overwhelmed.,"The most likely cause of this anomaly is the scheduled event ""big_game,"" which likely led to a surge in EV charging demand due to increased traffic and usage at the charging station during the weekend.",0.04444444444444444,0.84651333
2023-11-11 20:00:00,big_game_extra,1.1,113.55445983379502,278.96,145.7,PSU vs Michigan drew record attendance; parking/charging overwhelmed.,"The most likely cause of this anomaly is the scheduled event ""big_game,"" which likely led to a surge in people attending the game and using EV charging stations, resulting in significantly higher-than-average demand.",0.08888888888888888,0.8485386
2023-11-11 21:00:00,big_game_extra,1.1,76.19382271468145,215.23,182.5,PSU vs Michigan drew record attendance; parking/charging overwhelmed.,"The most likely cause of this anomaly is the scheduled event ""big_game,"" which likely led to a surge in people using the charging stations during the evening hours on a weekend.",0.04878048780487805,0.845392
2023-11-11 22:00:00,big_game_extra,1.1,61.37304709141275,192.78,214.1,PSU vs Michigan drew record attendance; parking/charging overwhelmed.,"The most likely cause of this anomaly is the scheduled event ""big_game,"" which likely led to a surge in people using the charging stations during the evening hours on a weekend.",0.04878048780487805,0.845392
2023-12-23 06:00:00,holiday_travel,0.55,66.03088154269972,71.42,8.2,Pre-Christmas travel surge; EV road-trippers stopped for charging.,"The most likely cause of this anomaly is increased user activity on a weekend morning, leading to higher-than-average charging demand.",0.06250000000000001,0.87091494
2023-12-23 07:00:00,holiday_travel,0.55,75.65832417582418,95.46,26.2,Pre-Christmas travel surge; EV road-trippers stopped for charging.,"The most likely cause of this anomaly is that the temperature was below freezing, leading to increased use of electric vehicles for heating, thereby increasing charging demand.",0.10810810810810811,0.875424
2023-12-23 08:00:00,holiday_travel,0.55,84.69349862258953,84.1,-0.7,Pre-Christmas travel surge; EV road-trippers stopped for charging.,"The slight decrease in demand could be due to lower-than-average customer traffic on a weekend morning, as fewer people may be using the charging stations compared to weekdays.",0.05,0.86592525
2023-12-23 09:00:00,holiday_travel,0.55,94.15355371900826,100.84,7.1,Pre-Christmas travel surge; EV road-trippers stopped for charging.,"The most likely cause of this anomaly is increased user activity on a weekend, leading to higher-than-average charging demand at the station.",0.058823529411764705,0.87145567
2023-12-23 10:00:00,holiday_travel,0.55,85.16118784530386,78.68,-7.6,Pre-Christmas travel surge; EV road-trippers stopped for charging.,"The most likely cause of this anomaly is that fewer vehicles were using the charging station on Saturday compared to typical weekdays, leading to lower-than-expected demand.",0.05263157894736841,0.8649801
2023-12-23 11:00:00,holiday_travel,0.55,85.30701657458563,81.16,-4.9,Pre-Christmas travel surge; EV road-trippers stopped for charging.,"The most likely cause of this anomaly is that the temperature was unusually low for the time of year, leading to reduced vehicle usage and lower charging demand compared to the historical average.",0.0930232558139535,0.8670399
2023-12-23 12:00:00,holiday_travel,0.55,85.21620498614958,89.14,4.6,Pre-Christmas travel surge; EV road-trippers stopped for charging.,"The most likely cause of this anomaly is increased user activity on a weekend, leading to higher-than-average charging demand at the station.",0.058823529411764705,0.87145567
2023-12-23 13:00:00,holiday_travel,0.55,85.34602209944751,88.32,3.5,Pre-Christmas travel surge; EV road-trippers stopped for charging.,"The most likely cause of this anomaly is increased user activity on a weekend, leading to higher-than-average charging demand at the station.",0.058823529411764705,0.87145567
2023-12-23 14:00:00,holiday_travel,0.55,85.11958448753462,95.91,12.7,Pre-Christmas travel surge; EV road-trippers stopped for charging.,"The most likely cause of this anomaly is increased user activity or higher-than-usual vehicle charging due to holiday shopping or special events on a weekend, leading to elevated demand despite the temperature being within normal range.",0.041666666666666664,0.8653978
2023-12-23 15:00:00,holiday_travel,0.55,85.32592797783933,95.5,11.9,Pre-Christmas travel surge; EV road-trippers stopped for charging.,"The most likely cause of this anomaly is increased user activity on a weekend, leading to higher-than-average charging demand at the station.",0.058823529411764705,0.87145567
2023-12-23 16:00:00,holiday_travel,0.55,85.04577777777777,88.52,4.1,Pre-Christmas travel surge; EV road-trippers stopped for charging.,"The most likely cause of this anomaly is increased user activity on a weekend, leading to higher-than-average charging demand at the station.",0.058823529411764705,0.87145567
2023-12-23 17:00:00,holiday_travel,0.55,99.71691666666666,110.52,10.8,Pre-Christmas travel surge; EV road-trippers stopped for charging.,"The most likely cause of this anomaly is increased user activity or higher-than-usual vehicle charging due to holiday shopping or special events on a weekend, leading to elevated demand despite the temperature.",0.04545454545454545,0.8685564
2023-12-23 18:00:00,holiday_travel,0.55,104.27619444444444,114.98,10.3,Pre-Christmas travel surge; EV road-trippers stopped for charging.,"The most likely cause of this anomaly is increased user activity on a weekend, leading to higher-than-average charging demand at the station.",0.058823529411764705,0.87145567
2023-12-23 19:00:00,holiday_travel,0.55,108.41391666666667,118.03,8.9,Pre-Christmas travel surge; EV road-trippers stopped for charging.,"The most likely cause of this anomaly is increased user activity or temporary higher usage due to factors like holiday shopping, events, or weather-related driving patterns on a weekend.",0.0,0.86278564
2023-12-23 20:00:00,holiday_travel,0.55,113.55445983379502,106.86,-5.9,Pre-Christmas travel surge; EV road-trippers stopped for charging.,"The most likely cause of this anomaly is that fewer vehicles were using the charging station on this Saturday compared to historical averages, possibly due to lower traffic or user activity.",0.04878048780487805,0.86351407
2023-12-23 21:00:00,holiday_travel,0.55,76.19382271468145,92.94,22.0,Pre-Christmas travel surge; EV road-trippers stopped for charging.,"The most likely cause of this anomaly is increased user activity or higher-than-usual vehicle charging due to holiday shopping or special events on a weekend, leading to elevated demand despite the temperature.",0.04545454545454545,0.8685564
2023-12-23 22:00:00,holiday_travel,0.55,61.37304709141275,64.59,5.2,Pre-Christmas travel surge; EV road-trippers stopped for charging.,"The most likely cause of this anomaly is increased user activity due to the weekend, as higher-than-average demand is common on weekends when more people may be charging their vehicles.",0.047619047619047616,0.8666061
2023-12-23 23:00:00,holiday_travel,0.55,46.85181818181818,53.35,13.9,Pre-Christmas travel surge; EV road-trippers stopped for charging.,"The most likely cause of this anomaly is increased user activity or higher-than-usual vehicle charging due to holiday shopping or special events on a weekend, leading to elevated demand despite the historical average.",0.04444444444444444,0.8674156
2023-12-24 00:00:00,holiday_travel,0.55,23.375631868131865,24.15,3.3,Pre-Christmas travel surge; EV road-trippers stopped for charging.,"The most likely cause of this anomaly is increased user activity or higher-than-average usage due to the weekend, leading to slightly elevated demand despite the temperature being within normal range.",0.0,0.85895866
2023-12-24 01:00:00,holiday_travel,0.55,23.502280219780218,35.98,53.1,Pre-Christmas travel surge; EV road-trippers stopped for charging.,The most likely cause of this anomaly is a temporary surge in charging activity due to increased user demand or a malfunctioning charger causing higher-than-normal power draw.,0.10256410256410257,0.86164594
2023-12-24 02:00:00,holiday_travel,0.55,24.127884615384612,40.08,66.1,Pre-Christmas travel surge; EV road-trippers stopped for charging.,"The most likely cause of this anomaly is a temporary surge in charging activity, possibly due to increased usage during a weekend when fewer people typically charge their vehicles.",0.10256410256410257,0.87450266
2023-12-24 03:00:00,holiday_travel,0.55,23.82848901098901,35.96,50.9,Pre-Christmas travel surge; EV road-trippers stopped for charging.,"The most likely cause of this anomaly is that the charging station was used by a large number of users during a weekend morning, leading to higher-than-average demand.",0.05,0.86668634
2023-12-24 04:00:00,holiday_travel,0.55,23.75758241758242,27.76,16.8,Pre-Christmas travel surge; EV road-trippers stopped for charging.,"The most likely cause of this anomaly is increased user activity or higher-than-usual vehicle charging due to factors like holiday shopping, early morning commutes, or special events on a weekend.",0.047619047619047616,0.8685706
2023-12-24 05:00:00,holiday_travel,0.55,23.166538461538465,22.41,-3.3,Pre-Christmas travel surge; EV road-trippers stopped for charging.,"The most likely cause of this anomaly is that the actual demand was slightly lower than the historical average, which could be due to reduced vehicle usage or lower charging activity on a weekend morning.",0.04444444444444444,0.8609578
2023-12-24 06:00:00,holiday_travel,0.55,66.03088154269972,77.25,17.0,Pre-Christmas travel surge; EV road-trippers stopped for charging.,"The most likely cause of this anomaly is increased user activity on a weekend morning, leading to higher-than-average charging demand.",0.06250000000000001,0.87091494
